epoch,error
1,0.289795517517913
2,0.2823543811626476
3,0.8484477284813821
4,0.7511107157086019
5,1.2115469701247497
6,1.1064468069155842
7,0.7956357076919214
8,1.467786232069499
9,1.1353668552735434
10,1.0220451125122534
11,1.063535809014911
12,1.2521668884110333
13,1.084463700530928
14,0.9830584898045386
15,1.067091900023895
16,1.1294225630304446
17,1.092613556272671
18,0.7595510491943799
19,1.2642814441501773
20,0.9523358473683549
21,0.80438527403191
22,1.1654047808238261
23,0.8689796529965277
24,0.8680285518165072
25,0.8137939951265775
26,0.7571844851788736
27,1.0407444433140802
28,0.8942183343836932
29,1.3047316868126144
30,1.00079152988471
31,0.6708823905034403
32,1.0732640114205825
33,1.2009232386611512
34,0.6647993509077792
35,1.2527288445345202
36,0.9014265996214195
37,0.7797932931708912
38,1.3659770512253817
39,0.8180256165563844
40,1.2813096730549565
41,0.7845126654137129
42,1.579105046760888
43,0.8913233244485845
44,0.7628711528043565
45,0.8753861243695484
46,0.9622061597615024
47,1.2461552875753312
48,0.6739745259894511
49,1.0182306806630255
50,0.9448089240744635
51,0.9572735026452237
52,0.78781033236997
53,1.1526648394203116
54,0.7636051431781106
55,1.316665726536812
56,0.9800700722495741
57,0.7989557955838495
58,1.0033243900412325
59,0.8389172226602815
60,1.0554155932045253
61,0.9874772393318095
62,1.0399629870098557
63,0.9636762838253196
64,1.3885932312832132
65,0.6988796044934226
66,0.9969383656267528
67,0.9039153268481778
68,0.6762249466381053
69,0.7204985971169643
70,0.850648615762449
71,0.7386662903131608
72,0.89397386015671
73,0.7354644485283582
74,0.7055205501626315
75,0.8601376949912015
76,0.9280695628048775
77,1.2133973615027203
78,0.8011228034776164
79,0.8942151920979605
80,0.8248940594852202
81,1.0570475497722203
82,0.8405208983384532
83,0.9812354465782684
84,0.7825750660226033
85,1.4363507162736548
86,1.1353603089830786
87,0.925340092353737
88,1.3953175341776491
89,0.7570406866167605
90,1.3269315831513282
91,1.0755107623158804
92,0.7943096459433431
93,0.7148752188410822
94,0.7987929682535804
95,0.9939089868090931
96,0.7204910926486592
97,1.320288808174526
98,0.6897696410947315
99,0.9808198112686325
100,0.6895943910433869
101,0.8264966137758454
102,1.0654971293310178
103,0.9801810467041157
104,0.7373927466000146
105,0.8960426283778749
106,1.132453889700388
107,1.0766814152301984
108,1.034413004629626
109,0.9770718661421548
110,0.7462137414426803
111,1.285099113457398
112,0.7955477270100244
113,1.0036220831213056
114,0.7184814127749942
115,1.2568939179807455
116,0.8468963748784522
117,1.4500216520889666
118,0.8960826745566299
119,1.2158347299861865
120,0.721514434142087
121,0.9470394198951969
122,0.7760786191206009
123,0.889009337456329
124,0.817666207530209
125,0.6932280870983867
126,0.7313875358736076
127,0.9274162970636798
128,1.013576259434571
129,0.795420442444619
130,0.8124115337377397
131,1.0219307608838009
132,0.8585822620357523
133,0.9606190274256192
134,0.6928580263486772
135,1.0459407280111785
136,1.1628148110864964
137,0.8496147912894363
138,1.359112731259873
139,0.7341579858389006
140,0.8721734246602324
141,1.059719949423611
142,0.6737327478487897
143,0.9863338599609445
144,1.0182796829828156
145,0.9704223684641369
146,1.1797477553240812
147,0.7653086248451155
148,0.6880414330179102
149,1.1675467587177513
150,0.7759891794011841
151,0.7118749759902209
152,1.1010669043474672
153,1.1461042552432912
154,0.6677934494666724
155,1.4837005893439428
156,1.2255254311956048
157,0.7938463525066929
158,1.2790931605168685
159,0.6632577336591373
160,1.3109925269765381
161,0.9552978218281267
162,0.6962364147386505
163,0.8544091713429425
164,1.0091395787237363
165,0.728233225268838
166,1.1264884158783146
167,0.6651851087297608
168,0.7321370032794856
169,0.7719539906033123
170,0.7830735263930669
171,0.8413056375567939
172,0.6753269904851101
173,0.6998825410784595
174,0.648114599117898
175,0.9526071234580732
176,0.7879676179667809
177,0.6734185880598569
178,1.0761343369671699
179,0.8414572841861706
180,0.8059633317261506
181,0.9498817494532684
182,0.6612039954645456
183,1.3608236432678031
184,1.3294094999899728
185,0.7598632982153826
186,1.519275733570738
187,0.7150163065834169
188,1.236734023150415
189,0.7159124649263988
190,1.2262270253265837
191,0.9372569787723931
192,1.1342422253362459
193,0.7482295926837469
194,1.3587478211327446
195,0.9915255238425814
196,1.034128341050923
197,0.7574195788564141
198,0.8429718400145467
199,0.7390985111657178
200,0.6531914971813827
201,0.733722049886336
202,0.7014707054806549
203,0.951709972967094
204,0.7627064418196259
205,0.6022750347921678
206,0.7267584587808744
207,0.7466776570562762
208,0.8456686916124875
209,0.671611684714025
210,1.0763053703558823
211,0.8168861132500792
212,0.7506152492993218
213,0.832920947445884
214,0.553824327804428
215,0.602598031678301
216,0.6620808316312082
217,0.7591783623845975
218,0.6582381790613387
219,0.8612784203585211
220,0.8986691166433769
221,0.8900900793691957
222,1.3969158502752068
223,1.321538911563061
224,0.9309807739316662
225,0.9209158311253335
226,0.8651071355203983
227,0.8053563197496829
228,0.6976705627382925
229,1.0363959843806752
230,0.9268253098207158
231,0.9772839912294004
232,0.6615954499310555
233,0.9015783522154317
234,0.8245719432387446
235,1.020306197179028
236,1.0742883959712886
237,0.6660501230095489
238,0.7480751604248502
239,0.8726965656993445
240,0.8386307179056044
241,0.676963290509285
242,0.8514335474851644
243,0.7809099527578076
244,0.8721415157513428
245,0.8649814197562783
246,0.6420627826284514
247,0.9532472299009639
248,0.8260215350543642
249,1.5362297438514967
250,1.3295505407832344
251,0.7742922863547003
252,1.1088355183530858
253,0.7559678446050433
254,0.668777756075246
255,0.704918854211419
256,0.7789643615342299
257,0.8917194921923486
258,0.9243607176226462
259,0.7384244368081448
260,0.6427249436839024
261,0.7840462839969083
262,0.7897926618725811
263,0.7359202754292353
264,0.9422734249117583
265,0.8575993161565969
266,0.8752436632347042
267,1.436105890485907
268,0.932848122906209
269,0.9070307424596967
270,0.7647653688717828
271,0.7795204561699207
272,1.0058580115682587
273,0.5828244968731655
274,1.2190208146867794
275,0.6535217118734622
276,0.8846245687855182
277,0.8106574140434716
278,0.6818284583409725
279,0.6667579730167912
280,1.07895347450284
281,0.8082887986624567
282,0.7135787043937596
283,0.74758210768885
284,0.7500468834996193
285,1.155619811430497
286,1.1544380225018285
287,0.7992346489066036
288,1.4669520325061098
289,1.2699699118837104
290,0.7419495830452072
291,1.1599484201619223
292,0.6618096665663911
293,0.7750477356776881
294,1.0432847962604983
295,0.7356135433019374
296,0.7146517438944889
297,0.9365766638739952
298,0.8779744565450437
299,1.0742250732421164
300,0.7888332994154102
301,1.2744292258621748
302,0.7138636678803711
303,1.2568997875062389
304,0.6975020442082595
305,0.6218205037567365
306,0.6338325524333479
307,0.6042305387603673
308,0.6290491673761107
309,1.0981011575219817
310,1.0220815657979208
311,0.7703357060219144
312,1.4513857793256717
313,0.9990151036667905
314,0.7507375259367688
315,0.9724239392552787
316,0.772075033489246
317,1.3032852920334566
318,0.8493285163971466
319,1.15437759051021
320,0.7976932380594729
321,1.2386185534524141
322,0.8975431131905174
323,1.1441963515190543
324,0.62844533857133
325,0.6732509481001239
326,1.1944698651592507
327,0.7041101010773779
328,0.8293522086303743
329,0.8682098141868126
330,0.7746478471143756
331,0.7915523667149857
332,0.6902282498727355
333,0.9268335653254323
334,0.8513871949834414
335,1.047720140696749
336,0.8090998555548023
337,0.6621176789560178
338,0.7414177866649485
339,0.9092334493484227
340,0.611420138707424
341,0.8828350581154026
342,0.6957414073310861
343,0.6553470319797642
344,0.7020897801189264
345,0.7979549401824868
346,1.067730087063867
347,1.1760432714754496
348,0.976849332196689
349,1.0613268525631614
350,0.9635991732196387
351,0.8343107959243286
352,0.8616868376582592
353,0.9535804579836669
354,1.006605123120267
355,0.7750920560766441
356,1.0646755420367768
357,1.0275266501544962
358,1.0805588461631321
359,0.768344729480609
360,1.165268756130807
361,1.1120007808084007
362,0.8835437354523165
363,1.0499417399679714
364,0.9585794621022025
365,0.6751487835410628
366,1.2891293089876066
367,0.6445465790112013
368,0.9336254382355461
369,0.6719920680211818
370,1.0307140180594816
371,0.6389660043670422
372,1.144522752744249
373,1.0533319832008716
374,0.8216547020985351
375,1.140368920225828
376,0.7170655000720033
377,1.1739152137232787
378,0.9631108544902713
379,1.4279752913579016
380,1.413150367483311
381,0.7360493850069963
382,1.4076073399371871
383,0.8520583653040316
384,1.0611467530144079
385,0.762816025272767
386,0.690937435189883
387,0.6303045713236551
388,0.6664211495332492
389,0.600204569589836
390,0.8154040245239224
391,0.6416605338520946
392,0.8130094272483468
393,0.5746539843471784
394,0.7300398952339132
395,0.988397556866143
396,0.7221295740199527
397,1.139638718832278
398,0.818123515880249
399,0.7874240356730183
400,1.1042815169494176
401,1.0917914339718584
402,0.997375529129286
403,0.8237172287538362
404,0.7285862739765777
405,0.6999349365527673
406,0.6800816425345273
407,0.9926167417847217
408,0.630075939910028
409,0.6543389778403099
410,0.7056513115693311
411,0.6799044728671976
412,0.6519599696613314
413,0.856419823138954
414,0.711246964274971
415,0.8628469254386674
416,0.8923543804272278
417,0.8389513553843281
418,0.7775607801755237
419,0.9402810466292196
420,0.6986088186196193
421,1.0220961972284772
422,1.4238341502895036
423,0.6192758517087761
